时间戳记	省份	城市	区县	学校名称	年级	每周在校学习小时数	每月假期天数	寒假放假天数	24年学生自杀数	上学时间	放学时间 含晚自习	寒假补课收费总价格	学生的评论
2025-2-4 下午08:05:18	海南	海口市	灵山镇	海口市灵山镇中心学校	3	50	8	24	0	上午08:30:00	下午05:45:00	0	校园安全堪忧，监控一出事就是坏的，有学生坠楼家长都没地说理
2025-2-4 下午08:05:29	福建	泉州市	泉港区	泉港第一中学	11	90	6	15	0	上午07:30:00	下午10:00:00	0	太傻呗了，天天补课补课，也没学出来什么，寒假也要补课，杀小，举报又举报不了，人机
2025-2-4 下午08:07:23	山东	聊城市	莘县观城镇蝗虫庙村	蝗虫庙小学	5	80	4	19	12	上午04:30:00	上午08:50:00	500	唐僧死了 自从西天取经以来，如来从唐僧师徒那狂捞了一笔！现在更是腰缠万贯，富贵逼人！日子过得挺恰意的。唐僧就惨了，什么都没变！除了和尚，还是和尚！穷得是叮当响！这天，唐僧终于忍不住哭着鼻子跑到南天门叫嚷了。守卫队长二郎神慌忙跑到凌霄宝殿报道！这时，上帝耶和华正搂着观世音在KTV：“什么？边哭鼻子还边唱孟姜女？那还得了！快快宣入！”凌霄宝殿上，唐僧是一把鼻涕一把泪。干脆一不做二不休，一屁股重地坐在地上撒起骄来。两旁的天兵天将吃了一惊，上帝更是大跌眼镜…原来，取经回来后，如来把他的事迹大搞特搞！还出什么《天竺日报》，引来了以哮天犬为首的大批天庭狗仔队，闹得还挺红的！让如来又是大捞了一笔。但他不但没有给唐僧分红，还把他身上钱财搜刮一空！只升了他一级，便要他天天跟几个沙弥仔讲经！工资是拖了整整两年没发了！这不，身上这装袈裟都还是旧款的，一看就知道是个水货…按理说，从西天取经到走私白龙马，唐僧功劳最大。虽然一路上关卡重重，唐僧却依然不辞辛劳，以变态式的速度奋勇前进。甚至在这个严峻的任务中，唐僧的爱人白骨精都牺牲了。唐僧已经40多岁了！眼看举目无亲，他能不难过吗？听了这番叙述，周围的天兵天将无不伤感临涕。上帝摸起唐僧苍白的手，怜爱地说道：“唐叔，您受苦了！您老别急，待我为你争个公道！”说着还向唐僧抛了个正眼。“来人呐！把我那精气无穷、威力无比，盘古开天辟地所用的终级武器，天之骄子(原子弹)给我拿来借给唐叔！早就看那什么释迦眸眸不鸟了！速速点上几千较勇猛、较后生的精兵，把他那阿雄宝殿炸了先…于是，唐僧便笑嘻嘻地骑着宝龙马，扛着原子弹，带着3千特务组成的三藏敢死队朝大雄宝殿火速进发了…不多久，天庭传来一个惊人的消息！据说在天庭四大天王与灵山四大金刚的激烈混战中，唐僧表现异常勇猛！就在没有兵器的情况下，他迅速抽出取经时用的铁杖往四处一阵狂打！光自己人就搏倒几百个。终于，在敲死最后几个罗汉后便因体力不支而壮烈牺牲了… 　　广东梅州丰顺县汤坑中学高二:黄招贤
2025-2-4 下午08:08:03	陕西	咸阳市	秦都区	咸阳育才田家炳中学	11	90	2	15	1	上午07:20:00	下午10:00:00	200	我们学校算是我们这个市最内卷的学校了，基本次次假期都会补课，重点班只有周天上午休息，强制全员晚自习。现在寒假也要开始补课了。。。真的感谢李老师团队可以提供一个为学生发声的平台，中国需要些改变了！
2025-2-4 下午08:08:51	河南	周口市	沈丘县	沈丘县第一高级中学	12	110	2	22	2	上午05:50:00	下午10:00:00	0	校领导常给学生记重大违纪然后劝退，学生如果没有关系，就只能交一笔保证金才能回校上课
2025-2-4 下午08:10:30	广东	珠海市	香洲区	广东省珠海市第一中学	12	100	2	10	1	上午06:30:00	下午10:50:00	0	不要调休要放假！不要补课要休息！不要文革要改革！打倒独裁国贼！
2025-2-4 下午08:12:11	河南	洛阳市	孟津区	孟津第一高级中学	2	110	2	9	0	上午05:50:00	下午10:00:00	0	
2025-2-4 下午08:16:52	河北	保定市	阜平县	河北阜平中学	11	90	1	5	0	上午05:30:00	上午10:10:00	0	
2025-2-4 下午08:19:57	福建	福州市	长乐区	长乐第一中学	11	160	3	7	5	上午07:00:00	下午10:30:00	1500	校长贪污团委腐败
2025-2-4 下午08:20:42	河北	衡水市	桃城区	衡水市第二中学	12	112	1	7	0	上午06:00:00	下午10:30:00	0	远离
2025-2-4 下午08:28:59	湖北	孝感市	安陆市	安陆市第一高级中学	11	112	1	14	3	上午06:40:00	上午09:55:00	900	校发展思想——“一切为了学生，一切为了发展”，可实质上到底是什么呢？原来是一切为了捞钱，一切为了指标啊。
2025-2-4 下午08:33:31	广西	玉林市	北流市	北流市高级中学	12	82	3	14	1	上午06:15:00	下午10:30:00	800	先补课后交钱，以及各种奇怪的费用绷不住了
2025-2-4 下午08:36:36	广东	河源市	江东新区	河源高级中学	12	77	2.5	9	0	上午06:30:00	下午10:15:00	0	
2025-2-4 下午08:42:32	河北	秦皇岛市	昌黎县	河北昌黎第一中学	12	111	1	3	0	上午05:30:00	下午10:10:00	0	今年寒假“放假”之后便开始了网课，学校要求学生5点50起床，然后开始上早读晚上直到21点45，直到除夕才开始了真正意义上的寒假，假期共3天从初三开始又开始上网课，原定初九开学但是由于一些原因学校表示等待随时到校，于是美其名曰的寒假其实只有3天，每天学生都要在镜头底下接受老师们的监视，然后自习上课
2025-2-4 下午08:46:42	河南	洛阳市	新安县	河南省新安县第一高级中学	12	160	1.5	11	4	上午05:50:00	上午10:00:00	400	人而无信，不知其可也。其实作为高三，放假能超过十天已经是能接受了，但这次放假最令人气愤的就是，在期末考试前开的家长会明明白白的说过，1月24日休息到2月13日来，但之后又安排教师，要求5日这天就开始来学，为了掩人耳目，还不敢正式通知，只敢电话通知，这种言而无信的行为就是愧对教师的身份！ 并且该校原先的休息日期安排的倒也可以接受，毕竟出生在河南已经麻木了，但一而再再而三的克扣实打实令人气愤！原先安排是大小周，小周周日下午12点-6点，结果年级主任以“周测”的名义，不断克扣休息，从六点一直缩到五点！
2025-2-4 下午08:50:11	江苏	无锡市	滨湖区	江苏省太湖高级中学	11	81	6	24	0	上午06:45:00	下午09:30:00	0	
2025-2-4 下午08:50:22	河北	保定市	保定市	保定理工学院	11	95	3	10	0	上午06:15:00	下午10:20:00	0	
2025-2-4 下午08:52:13	山东	聊城市	莘县十八里铺流水坑村	流水坑小学	6	80	6	19	2	上午04:30:00	下午08:50:00	0	
2025-2-4 下午08:53:46	广东	东莞市	市辖区	东华高级中学	12	108	1	13	2	上午06:00:00	下午10:40:00	0	东华我燥你冯
2025-2-4 下午09:03:18	山东	青岛市	崂山区	青岛第六十七中学	11	85	4	20	0	上午06:50:00	上午09:30:00	0	级部主任经常骂我们是“贱坯子”
2025-2-4 下午09:13:40	江西	上饶市	鄱阳县	鄱阳县私立饶州中学	11	102	0.5	7	5	上午06:00:00	上午10:30:00	0	
2025-2-4 下午09:15:26	山东	潍坊市	高密市	高密市康成中学	12	102.5	2	10	0	上午05:55:00	下午10:00:00	0	
2025-2-4 下午09:19:48	重庆	重庆市	潼南区	重庆市潼南区潼南中学校	12	90	1	14	0	上午06:40:00	下午10:50:00	0	
2025-2-4 下午09:22:44	江苏	南通市	海门区	海门实验学校	12	91	4	9	4	上午06:10:00	下午10:40:00	0	多放假！少压迫！
2025-2-4 下午09:29:31	云南	曲靖市	麒麟区	云南省曲靖市应用技术学校	10	144	2	48	0	上午06:20:00	上午09:45:00	0	不给请假，乱扣学分
2025-2-4 下午09:30:08	北京	北京市	通州区	潞河中学	12	78	4	23	0	上午07:25:00	上午09:40:00	0	以育人为主的百年学校，被新校长带着开始往衡水模式拐。
2025-2-4 下午09:35:08	北京	北京市	海淀区	中央民族大学附属中学	12	340	4	14	1	上午07:20:00	下午10:20:00	0	
2025-2-4 下午09:42:16	辽宁	大连市	沙河口区	大连育明高级中学	11	69	4	38	0	上午06:50:00	下午09:20:00	0	上课喝水会被全校通报批评，跑饭、坐电梯会被处分，在网上批评某主任会被线上封群线下开盒并记大过，这就是我们最伟大光荣正确的育明高中
2025-2-4 下午09:51:13	山东	聊城市	莘县	莘县第一中学	10	120	6	19	10	上午05:00:00	上午08:50:00	2000	唐僧死了 自从西天取经以来，如来从唐僧师徒那狂捞了一笔！现在更是腰缠万贯，富贵逼人！日子过得挺恰意的。唐僧就惨了，什么都没变！除了和尚，还是和尚！穷得是叮当响！这天，唐僧终于忍不住哭着鼻子跑到南天门叫嚷了。守卫队长二郎神慌忙跑到凌霄宝殿报道！这时，上帝耶和华正搂着观世音在KTV：“什么？边哭鼻子还边唱孟姜女？那还得了！快快宣入！”凌霄宝殿上，唐僧是一把鼻涕一把泪。干脆一不做二不休，一屁股重地坐在地上撒起骄来。两旁的天兵天将吃了一惊，上帝更是大跌眼镜…原来，取经回来后，如来把他的事迹大搞特搞！还出什么《天竺日报》，引来了以哮天犬为首的大批天庭狗仔队，闹得还挺红的！让如来又是大捞了一笔。但他不但没有给唐僧分红，还把他身上钱财搜刮一空！只升了他一级，便要他天天跟几个沙弥仔讲经！工资是拖了整整两年没发了！这不，身上这装袈裟都还是旧款的，一看就知道是个水货…按理说，从西天取经到走私白龙马，唐僧功劳最大。虽然一路上关卡重重，唐僧却依然不辞辛劳，以变态式的速度奋勇前进。甚至在这个严峻的任务中，唐僧的爱人白骨精都牺牲了。唐僧已经40多岁了！眼看举目无亲，他能不难过吗？听了这番叙述，周围的天兵天将无不伤感临涕。上帝摸起唐僧苍白的手，怜爱地说道：“唐叔，您受苦了！您老别急，待我为你争个公道！”说着还向唐僧抛了个正眼。“来人呐！把我那精气无穷、威力无比，盘古开天辟地所用的终级武器，天之骄子(原子弹)给我拿来借给唐叔！早就看那什么释迦眸眸不鸟了！速速点上几千较勇猛、较后生的精兵，把他那阿雄宝殿炸了先…于是，唐僧便笑嘻嘻地骑着宝龙马，扛着原子弹，带着3千特务组成的三藏敢死队朝大雄宝殿火速进发了…不多久，天庭传来一个惊人的消息！据说在天庭四大天王与灵山四大金刚的激烈混战中，唐僧表现异常勇猛！就在没有兵器的情况下，他迅速抽出取经时用的铁杖往四处一阵狂打！光自己人就搏倒几百个。终于，在敲死最后几个罗汉后便因体力不支而壮烈牺牲了… 　　广东梅州丰顺县汤坑中学高二:黄招贤
2025-2-4 下午09:55:42	辽宁	本溪市	本溪满族自治县	本溪县高级中学	12	120	0.3	0	0	上午05:50:00	下午11:05:00	2000	垃圾老师郑丽杰，张红娇 垃圾三好学生柳保名，刘轩航，林塬焜，黄恩勃，于水清等学生 你们毁了我的全部 仗势欺人 逼我三次自杀 封锁全校让学生不能发泄 颠倒黑白 草菅人命
2025-2-4 下午09:58:15	湖南	衡阳市	常宁市	湖南省常宁市第一中学	11	88.5	2.5	24	0	上午06:40:00	下午09:40:00	0	每月放假2.5天如何计算得出的be like： 每周星期日下午放假6h（晚自习回校）， 正常情况月假1.5天（有节假日则合并）， 节假日通常比法定假日少1-3天，且与周假6h、月假1.5天一般合并，合并之后再砍一刀（1-2天，与节假日本身克扣的可叠加），具体安排（通常3个年级安排不完全一样）则无具体规则，一般由年级组几个煮任代表大会（可视作几个主任一起吵，一般三个主任各自提出的放假天数不一，A多B其次C最少）决定，决定后结果几乎不可能是最长方案，比最少方案多1-2天或按照最短假期放假。  因为是县城中学，条件环境都挺普通，但也不算太差，只是有些设施老旧，但教室饮水机、一体机、信息室、实验室、音体美教室也有，心理课音体美高一正常开设，高二开始只有体育（通常是跑操2-3圈然后自由活动，提供共用的球拍等），高三体育每周一节，内容同前。  教师水平参差不齐，近年高水平高学历高素质的（通常是师范大学毕业生或被分配的年轻教师）越来越多，但也有一些中老年（不都是这样）教师思想古板封建、教学水平也较差、观念也较为老套（如不吃读书苦要吃社会苦、抑郁都是自身原因这些），顽固地相信网上的营销号视频、文章，喜欢阴阳怪气学生。  食堂是外包给膳食公司，早餐时间不能出校（可自带早餐，并不严管），晚餐时间可出校买东西，晚读打铃前回就可以了，菜品较贵（相比外面贵些，但价格不算高到离谱），面食曾有人买到过带洗碗钢丝球、小虫的馒头，但菜、饭、粉面暂未发现过问题，不算很讨厌去食堂吃，偶尔不想出校买的时候会去。  总之压力较大、放假被压缩、 放学时间晚，但别的方面基本还算良好，与表格里其他学校比较都算是一股清流了。
2025-2-4 下午09:59:00	上海	上海市	闵行区	上海市民办文绮中学	8	57.5	6	10	3	上午07:00:00	下午06:30:00	10000	
2025-2-4 下午10:02:08	浙江	宁波市	鄞州区	东海舰队子女学校	12	90	3	15	0	上午06:30:00	下午10:50:00	0	话说东舰子女也一起卷是不是有点抽象了
2025-2-4 下午10:05:45	安徽	六安市	金安区	九十铺中学	9	76	8	29	0	上午06:50:00	下午10:00:00	0	农村中学感觉还没什么
2025-2-4 下午10:06:07	广东	河源市	龙川县	龙川县第一中学	12	71	2	23	0	上午06:30:00	下午10:20:00	0	
2025-2-4 下午10:19:46	北京	北京市	顺义区	北京市顺义牛栏山第一中学	12	84	4	14	0	上午06:50:00	下午10:30:00	0	
2025-2-4 下午10:25:40	北京	北京市	海淀	中央民族大学附属中学	12	95	4	14	0	上午07:20:00	下午10:20:00	0	上面填错了 自杀人数未知故写0，估计过去几年加起来可达两位数。所有窗户都被铁栏杆完全封死可见一斑 食堂味道差，卫生恶劣，价格不合理，除了泡面没有其他合规选项，十分狭窄，冬冷夏热，需要抢饭；饮水有怪味，品质很差。周中完全禁止出校。 周中完全禁止手机，外卖，发现后处罚很严，甚至比打架斗殴喝酒还重，（可能通报批评)宿舍有一名专职人员巡查手机，部分宿管拿着鸡毛当令箭，权力极大；专职人员为所谓学生处干事，作风不良，疑似地痞，会使用手电筒在半夜照人，手伸入被子摸。平时白天在外不办公。宿舍管理很严，门上有玻璃窗，海淀校区非常狭窄，环境极差，有时禁止使用床帘。厕所环境也很差。 学校领导，行政人员官僚习气重，管理混乱，经常事前几小时变卦（德育处领导曾因殴打学生被调走）办事效率低下，贪腐严重，校长贪腐上过新闻。做事十分奇葩，例子在此不多举 疫情时存在长期封锁，最多约一月完全禁止外出 非高三周六中午到11：50，周日晚6：45到班，高三周六下午到3：00 总体上任课教师和学生素质都比较好，有些教师管理有怪癖，教室宿舍的桌椅，床状态极差，有的比学生的年纪大不少 最后无论如何感谢李老师和团队， 上面批评学生的学生或社会人士，不要以为卷赢一次，就成了天龙人，高高在上了，敢不敢对领导对教师哈气？
2025-2-4 下午10:26:00	安徽	合肥市	肥东县	合肥新城高升学校	11	90	6	10	1	上午06:00:00	上午10:30:00	4500	学校董事长孙永红天天收费压榨我们，他的儿子刘琦扬现在就在我们学校当校长，当政教主任，天天想着收黑心钱，让我们买学习平板一个华为平板收我们1200块钱，在网上卖只卖600块钱
2025-2-4 下午10:30:11	陕西	西安市	灞桥区	西安铁一中陆港高级中学	10	96	4	7	9	上午08:00:00	下午10:30:00	0	教学模式毫无人文关怀，日常管理颇具满清遗风
2025-2-4 下午10:30:53	辽宁	辽阳市	文圣区	辽阳市第一高级中学	12	93.5	4	14	0	上午06:50:00	上午10:50:00	0	
2025-2-4 下午10:31:10	浙江	宁波市	北仑区	宁波市北仑区泰河中学	12	84	4	13	1	上午06:55:00	下午09:30:00	840	
2025-2-4 下午10:35:34	浙江	台州市	路桥区	路桥区第二中学	9	62	8	23	0	上午07:10:00	下午08:30:00	0	饭菜给狗吃的吗？这么难吃，我还活不活了
2025-2-4 下午10:43:56	福建	漳州市	龙文区	福建竹林中等职业技术学校	8	93.1	4	4	0	下午01:30:00	下午08:30:00	0	在学校就是一群黑社会我们那边是文武学校在那边歧视人特别的平凡人生攻击基本上都欺负一些没实力老实人有一些都被打进医院了老师教练都不怎么管只是说说而已抽烟喝酒玩手机一个宿舍能住个20多每次吵得要死在那边打游戏打到天亮白天就睡觉教练也不管如果你逃跑出学校被教练抓到的话会被打的很惨在学校每次训练的时候都在透支身体俯卧撑拳头弄在水泥地有一些都弄到流血俯卧撑蛙跳这些学校食堂跟德爷吃东西差不多每次能吃出蚊子吃的东西跟放了不知道多少天的东西都是一些烧烤有些猪肉吃起来就怪怪的那边的校医就是黑平时开一次药要30多没有什么就普通的三包学校很多人感冒的话就能开到50多看到这个学校的人就离远一点在外省和漳州市贴了很多他们的宣传广告看到这个学校远一点就好如果父母叫你进去最好别进去
2025-2-4 下午10:44:53	浙江	温州市	龙湾区	温州东瓯中学	12	119	2	0	0	上午06:00:00	下午11:00:00	5000	来自已毕业学长的信息，与在校学生无关，少数问题不知情故写0，但不代表没发生
2025-2-4 下午10:44:56	陕西	西安市	碑林区	西安铁一中学	10	96	4	22	1	上午08:00:00	下午10:30:00	1000	铁一中十几年来发生大大小小学生自杀事件数十起，还有杀害同学的，但是我校校长利用在省保密局与中纪委的关系将消息强行压下，这些学长学姐的冤屈至今无法洗刷
													
2025-2-4 下午10:58:07	河北	邢台市	南宫市	南宫市启臻中学	11	120	1	15	3	上午05:30:00	下午10:30:00	2000	
2025-2-4 下午10:59:00	陕西	宝鸡市	渭滨区	宝鸡中学	10	99	4	10.5	1	上午06:30:00	下午10:50:00	0	非重点班，寒假作业一共一斤卷子（纯作业纸6科*15套卷子）。周六下午四五点左右放学，周天下午两点（上下午课）或四五点（仅2节晚课+1节自习）返校。学校（点名2024级年级主任0会陈奋强冠以”网络不是法外之地“要求禁止传播”谣言“，并调查传播学校真实放假情况等言论的发出者。
2025-2-4 下午10:59:11	江西	宜春市	袁州区	宜春市第三中学	12	110	0.667	9	2	上午06:50:00	上午10:20:00	1680	傻逼学校，新建教学楼贪污，一年墙体开裂，傻逼
2025-2-4 下午11:02:54	江西	赣州	寻乌	江西省寻乌中学	12	94	4	10	0	上午06:50:00	下午09:50:00	1000	24年高考畢業的我就像一塊燒完的慘白的焦炭，不再有任何朝氣蓬勃。回望高中，便感到一種荒誕，發現中國校園其實就是縮小版的中國，一本率就像是GDP，校園的圍墻就像是網絡防火墻，走廊裏的教育家名言就像是大街上的社會主義核心價值觀，而那些考大學勵志標語就像實現中國夢，甚至連主旋律的作文都像是中共宣傳稿的練筆。在中式教育裏，家長想讓孩子通過教育實現階級跨越，老師想通過做出成績升職加薪，校長主任想要通過教育資源換取政治地位，企業家想要通過教育賺錢，而這些述求卻都由學生來承擔後果，任由這些階層宰割。在我看來，中式教育淹沒一切人性，扼殺一切天賦；更諷刺的是，教育已經成爲統治者宣傳和灌輸思想的溫床，中國青年成了一件又一件，任由他們洗刷加工，烙上鋼印的工具。
2025-2-4 下午11:07:10	江苏	淮安市	淮安区	淮安外国语学校	9	98	2	8	1	上午06:25:00	下午09:40:00	0	自杀不知道有没有，反正之前传言的。寒假补课费还没收，暂时填0。寒假每天都在上网课，早上6:25就要报到，上午上5节40分钟课，还有早读！下午一堆作业，要提交！不上网课也有一堆作业且要提交，还有体育打卡之类！没有网课只有8天！只有过年4天左右是真正没有作业的！大年初三就有作业！还有在家模拟考试，从早7点多考到晚21:20，恶心！
2025-2-4 下午11:10:21	安徽	安庆市	岳西县	安徽省岳西中学	11	98	4	23	1	上午07:00:00	下午10:25:00	0	强制住宿并且全天24小时都被监管，完全没有自由时间。学校规则逐年强化，也逐年弱智。教育局偶尔也会给学校下达一些具体的硬性目标，也同样弱智。
2025-2-4 下午11:10:43	北京	北京市	朝阳区	北京工业大学附属中学	12	80	6	27	0	上午07:30:00	下午10:30:00	0	填写的下课时间为住宿生时间安排，走读生为20:30放学
2025-2-4 下午11:12:07	浙江	温州市	苍南县	苍南县灵溪中学	12	120	4	10	3274	上午04:20:00	上午08:55:00	0	上面填错了 自杀不能写0，估计过去那么多年加起来可达五位数。窗户都铁栏杆全封死可见一斑 食堂味道差，卫生恶劣，价格不合理，除了泡面没有其他合规选项，十分狭窄，冬冷夏热，需要抢饭；饮水有怪味，品质很差。完全禁止打仗。 ，发现后处罚很严，甚至比打校长还重，（可能通报批评)宿舍有一名专职巡查，部分拿着毛当箭，权极大；专职作风不良，疑似英雄，会使用激光炮在半夜照人，手伸入被子摸。平时白天在外不办公。宿舍管理很严，门上有激光枪，校区非常狭窄，环境极差，有时禁止使用。厕所环境也很差。 学校领导，行政人员官僚习气重，管理混乱，经常事前几小时变卦（德育处领导曾因殴打学生被调走）办事效率低下，贪腐严重，校长贪腐上过新闻。做事十分奇葩，例子在此不多举 疫情时存在长期封锁，完全禁止外出 非高三周六中午到11：50，周日晚6：45到班，高三周六下午到3：00 总体上任课教师和学生素质都比较好，有些教师管理有怪癖，教室宿舍的桌椅，床状态极差，有的比学生的年纪大不少 最后无论如何感谢李老师和团队， 上面批评学生的学生或社会人士，不要以为卷赢一次，就成了天龙人，高高在上了，敢不敢对领导对教师哈气？
2025-2-4 下午11:12:14	河北	石家庄市	正定县	河北正中实验中学	12	104	2	20	0	上午06:10:00	下午10:05:00	0	寒假还组织线上考试和电话家访，无语
2025-2-4 下午11:27:11	安徽	池州市	贵池区	池州市第一中学	12	80	8	15	0	上午06:30:00	下午10:30:00	0	非高中生，我已经毕业十年了。仍希望为此项目尽绵薄之力。表单中填写的是2013年～2016年的情况。
2025-2-4 下午11:36:50	广东	河源市	江东新区	古竹中学	12	91	4	15	0	上午06:30:00	下午10:00:00	0	傻逼学校 上了三年都连续两个星期才放一次周末也是无敌了 我何德何能 还一点活动都没有 什么校运会元旦晚会成人礼之前都没有 还是最近几年高一举报太多这些活动才陆续开的😅
													
2025-2-4 下午11:44:19	浙江	丽水市	庆元县	浙江省庆元中学	10	100	2	15	0	上午06:30:00	下午10:10:00	0	好好好好好棒棒棒
2025-2-4 下午11:48:41	江苏	泰州市	兴化县	江苏省新华中学	12	110	2	7	0	上午06:30:00	下午10:00:00	0	毕业十余年的学长，我是从26、27岁才不做回到高中的噩梦。那时候我天真地以为我们这么吃苦是为了下一代不要这么吃苦，顾晓斌你个王八蛋在升旗的时候，pua我们说“每一代人都有自己必须经历的苦难”，如果说我们那一代学生好好学习上个好大学找个好工作可以按部就班来，现在这个经济就业形势，兴化县没有戴南就是贫困大县，你告诉我穷人家的孩子就算上了大学有什么用，还落下一身身体问题心理问题
2025-2-4 下午11:49:04													
2025-2-4 下午11:51:36	浙江	宁波市	宁海县	宁海中学(10-12)、知恩中学(10-12)、跃龙中学（7-9）、潘天寿中学（7-9）、缑城中学（7-9）	9	70	4	10	6	上午07:00:00	下午08:00:00	0	宁海县大量学校有状况，和力战教育勾结，跃龙中学将学生逼迫去力战教育补课。
2025-2-4 下午11:54:25	安徽	淮南市	田家庵区	淮南第二中学	12	83	3	12	0	上午07:15:00	下午10:00:00	0	2020年前非高三年级均为双休，2020年后所有年级改为单休，高三年级需在周日下午返校参加每周的周练考试，周日晚上上晚自习，实际只放半天假。寒假未补课，但暑假会让交钱补课，补课内容为在学校教室内看网课。如遇节假日调休可能会出现连上两星期学的情况。每天都会跑操，24年自杀人数未知故填写的0。有的班主任会很严，提出不合理要求，如有的版主任会将自己班级的晚自习时间延长至22：30，禁止学生进行体育运动而改为在教室自习等。本人因自身神经多样性、家庭原因、学校的超时学习高压氛围与班主任的严苛不合理要求等原因于高一下学期时患抑郁症，高中大学在读期间多次尝试自杀，如今即将大学毕业抑郁症仍未痊愈，仍需每日服药以维持生活。虽然淮南二中是全市最好的高中，但是依然改变不了它就是一所垃圾压榨学生学习压力极大的学校
2025-2-4 下午11:55:26	山西	临汾市	尧都区	山西学则优高级技工学校	10	208	4	15	0	上午05:50:00	上午10:15:00	0	别看这学校打着技工的名号，其实就是一个私立高中，一天天的除了让我们学，就是学，两个大周考一次试，生源都是附近县城的，本地的很少，成天上个厕所，外面都有两三个教官在那看着，张立业，你从那尧都区教育局退休后，不好好在家呆着，非要开什么学校？那女校长更是人中龙凤，之前考试嫌我们不安静直接大骂，那粗俗的语言，跟村里面的泼妇一样，每个大周就放那么半天，差不多一天，中秋节都没放国庆节更放了一天半假。食堂的饭凑合能吃，但是经常会有人吃出来一些杂物。
2025-2-4 下午11:57:58	广西	玉林市	博白县	博白镇第四初级中学	9	100	12	12	57	上午04:30:00	上午08:50:00	700	 上面填错了 自杀人数不能写0，估计过去那么多年加起来可达五位数。所有窗户都被铁栏杆完全封死可见一斑 食堂味道差，卫生恶劣，价格不合理，除了泡面没有其他合规选项，十分狭窄，冬冷夏热，需要抢饭；饮水有怪味，品质很差。周中完全禁止出校。 周中完全禁止手机，外卖，发现后处罚很严，甚至比打架斗殴喝酒还重，（可能通报批评)宿舍有一名专职人员巡查手机，部分宿管拿着鸡毛当令箭，权力极大；专职人员为所谓学生处干事，作风不良，疑似地痞，会使用激光炮在半夜照人，手伸入被子摸。平时白天在外不办公。宿舍管理很严，门上有激光枪，海淀校区非常狭窄，环境极差，有时禁止使用床帘。厕所环境也很差。 学校领导，行政人员官僚习气重，管理混乱，经常事前几小时变卦（德育处领导曾因殴打学生被调走）办事效率低下，贪腐严重，校长贪腐上过新闻。做事十分奇葩，例子在此不多举 疫情时存在长期封锁，最多约一月完全禁止外出 非高三周六中午到11：50，周日晚6：45到班，高三周六下午到3：00 总体上任课教师和学生素质都比较好，有些教师管理有怪癖，教室宿舍的桌椅，床状态极差，有的比学生的年纪大不少 最后无论如何感谢李老师和团队， 上面批评学生的学生或社会人士，不要以为卷赢一次，就成了天龙人，高高在上了，敢不敢对领导对教师哈气？
2025-2-4 下午11:58:36	河北	邯郸市	峰峰矿区	河北峰峰第一中学	10	63	1	7	0	上午05:45:00	上午10:00:00	0	
2025-2-5 上午12:02:07	山东	济南	历下区	济南市历下区砚岭学校	9	65	8	25	0	上午07:10:00	下午08:40:00	0	
2025-2-5 上午12:03:22	河南	新乡市	辉县市	辉县市第二高级中学	11	85	4	24	4324	上午04:20:00	下午08:50:00	4882	现不在学校故未正常填写年龄。因这个学校各方面的逆天，神经多少有点衰弱，看到本网站后尝试令其上榜。  每个班级平均五十人。  宿舍：强制住宿，走读规章制度繁琐。一间宿舍十平米四张上下铺铁架木板床共睡八人，一大半宿舍内部晒不到太阳。铁网封部分楼层走廊。随机匹配活全家室友，晚上放学回宿舍到熄灯才开始洗澡上厕所，半夜讲话到一两点都有。  食堂：吃饭排队要和至少三个年级至多九个年级一起排队，每个年级人数一千人左右，食堂供餐速度不稳定。  早上起床早餐：6:20宿管就开始赶人，6:45宿舍关门，宿管/级长/政教处开始抓人准备6:50早自习。  中午午餐午休：12:00放学，教师被允许拖堂到12:10（名曰错峰就餐），吃完饭12:40算快的了，12:50基本没饭吃，宿舍关门抓迟到。13:50宿舍开门，14:10下午第一节课。  傍晚晚餐：17:30放学，教师被允许单独留堂甚至不让吃饭。食堂供餐至18:10左右，19:00返回教室上第一节晚自习（初高三要求18:30返回）。  晚上回宿舍：低年级或走读两节晚自习20:50放学，初二三节晚自习21:30放学，初三开始到高三四节晚自习22:30放学，各年级放学后半小时内熄灯，半夜幽灵宿管无规律查房。  补课：非毕业班期末考试结束必补课一个礼拜，至多三个礼拜。周日要求提前返校，初高一19:00，初高二14:00左右，初高三8:30。长短节假日假跟随活全家调休，时间至少砍对半。  题外话/碎碎念： 目睹过宿舍学生飞楼事故，家长到校门口哭。宿管什么事都爱和稀泥。 私立学校学费不低了，之前食堂做的垃圾菜被爆料然后上过新闻，那是真的恶心，后来稍微改进涨了餐费，微信公众号发的菜单是限量餐品（只够少部分小学生吃），平常能吃到的根本不是一个水平。 2020年左右多了几个“保镖班”搞”习近平保镖预备教育”，令人反胃。 某死妈副校长兼政教处主任素质极低。
2025-2-5 上午12:03:38	浙江	宁波市	宁海县	跃龙中学	9	70	4	10	0	上午07:00:00	下午08:00:00	0	宁海县24年6个学生自杀。跃龙中学老师去“力战教育”上课，逼迫学生去“力战教育”补课
2025-2-5 上午12:04:48	河南	商丘市	虞城县	虞城县第一高级中学	11	69	1	4	8	上午06:22:00	下午12:21:00	600	
2025-2-5 上午12:06:23	浙江	宁波市	宁海县	宁海中学	12	95	2	7	0	上午06:30:00	下午09:30:00	0	宁海县24年自杀人数6人，宁海中学上课强度超级大，学生没有足够睡眠时间
